"门店名称","款式","商品性质","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)","Sum(前7天销售)","Sum(前6天销售)"
" -> 高跃店 -> 9","9","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 9 -> 清理","9","清理","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 9 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套头","套头","","","","","","","","","","","3","","","","","","","","","6","45","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套头 -> 清理","套头","清理","","","","","","","","","","2","","","","","","","","","6","45","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套头 -> 停止进货","","停止进货","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖","短袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖 -> 清理","短袖","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短袖 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长袖短板T恤","长袖短板T恤","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长袖短板T恤 -> 清理","长袖短板T恤","清理","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 净色 -> 正常补货","净色","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 开衫","开衫","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 开衫 -> 清理","开衫","清理","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中袖","中袖","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 高跃店 -> 中袖 -> 停止进货","中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中袖 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中袖 -> 清理","","清理","","2","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
" -> 高跃店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中长款面包服羽绒衣","中长款面包服羽绒衣","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 中长款面包服羽绒衣 -> 清理","中长款面包服羽绒衣","清理","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 牛仔","牛仔","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 牛仔 -> 清理","牛仔","清理","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 带帽","带帽","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 带帽 -> 清理","带帽","清理","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 正常风衣（外套） -> 清理","正常风衣（外套）","清理","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 长裙（膝盖以下）","长裙（膝盖以下）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 高跃店 -> 长裙（膝盖以下） -> 清理","长裙（膝盖以下）","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
" -> 高跃店 -> 修身风衣（外套）","修身风衣（外套）","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 修身风衣（外套） -> 清理","修身风衣（外套）","清理","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 打底裤","打底裤","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 打底裤 -> 清理","打底裤","清理","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 背带长裤","背带长裤","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 背带长裤 -> 清理","背带长裤","清理","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫长板毛衣","套衫长板毛衣","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫长板毛衣 -> 清理","套衫长板毛衣","清理","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 无领长袖","无领长袖","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 无领长袖 -> 清理","无领长袖","清理","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短款面包服","短款面包服","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短款面包服 -> 清理","短款面包服","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫短板毛衣","套衫短板毛衣","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 套衫短板毛衣 -> 清理","套衫短板毛衣","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短款羽绒衣","短款羽绒衣","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 高跃店 -> 短款羽绒衣 -> 清理","短款羽绒衣","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店","","","27","32","","","32","22","","","38","27","","7","3","4","","4","","","1","1","4","4","","","","","5","6","","","","","","","2","","1",""
" -> 朱家店 -> 短袖短板T恤","短袖短板T恤","","18","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","14","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 短袖短板T恤 -> 停止进货","","停止进货","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> [未知]","[未知]","","5","7","","","1","3","","","1","4","","","","1","","","","","","","","","","","","","","","","","","","","","","","1",""
" -> 朱家店 -> [未知] -> 停止进货","[未知]","停止进货","3","6","","","","","","","1","4","","","","1","","","","","","","","","","","","","","","","","","","","","","","1",""
" -> 朱家店 -> [未知] -> 正常补货","","正常补货","2","1","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 9","9","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 9 -> 停止进货","9","停止进货","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 9 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 9 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 中袖短板T恤","中袖短板T恤","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 中袖短板T恤 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 长裤","长裤","","","","","","28","19","","","","","","","","","","","","","","","4","4","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 长裤 -> 停止进货","长裤","停止进货","","","","","15","18","","","","","","","","","","","","","","","1","3","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 长裤 -> 正常补货","","正常补货","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 长裤 -> 清理","","清理","","","","","12","0","","","","","","","","","","","","","","","3","1","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 长裤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 短袖","短袖","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 短袖 -> 正常补货","短袖","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 短袖 -> 停止进货","","停止进货","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 长袖","长袖","","2","3","","","","","","","","","","","","","","","","","","","","","","","","","3","2","","","","","","","","","",""
" -> 朱家店 -> 长袖 -> 停止进货","长袖","停止进货","2","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","","","","","","","","","",""
" -> 朱家店 -> 长袖 -> 清理","","清理","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 正常夹克","正常夹克","","","","","","","","","","","","","7","1","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 正常夹克 -> 清理","正常夹克","清理","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 正常夹克 -> 停止进货","","停止进货","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","",""
" -> 朱家店 -> 净色 -> 停止进货","净色","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","",""
" -> 朱家店 -> 袜","袜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 袜 -> 停止进货","袜","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 正常风衣（外套） -> 停止进货","正常风衣（外套）","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 正常风衣（外套） -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","35","23","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","25","24","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","10","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 鞋","鞋","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","",""
" -> 朱家店 -> 鞋 -> 停止进货","鞋","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","",""
" -> 朱家店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 带帽","带帽","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 带帽 -> 清理","","清理","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 无领中袖","无领中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 无领中袖 -> 停止进货","无领中袖","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 套头","套头","","","","","","","","","","2","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 套头 -> 清理","套头","清理","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 套头 -> 停止进货","","停止进货","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 中袖","中袖","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 中袖 -> 停止进货","中袖","停止进货","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 中袖 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 朱家店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","",""
" -> 朱家店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","",""
" -> 船厂店","","","15","36","","","32","15","","","27","12","","","5","2","","","","","","","10","7","","","","","9","4","","","","","","","","","","1"
" -> 船厂店 -> [未知]","[未知]","","5","6","","","3","2","","","3","2","","","2","","","","","","","","1","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> [未知] -> 停止进货","[未知]","停止进货","4","6","","","3","2","","","3","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> [未知] -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> [未知] -> 清理","","清理","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 短袖短板T恤","短袖短板T恤","","6","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","4","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 短袖短板T恤 -> 停止进货","","停止进货","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 立领","立领","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 立领 -> 停止进货","立领","停止进货","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 套头","套头","","","","","","","","","","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 套头 -> 停止进货","套头","停止进货","","","","","","","","","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 套头 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","20","9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","17","6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 长裤","长裤","","","","","","29","13","","","","","","","","","","","","","","","9","7","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 长裤 -> 清理","长裤","清理","","","","","13","0","","","","","","","","","","","","","","","6","4","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 长裤 -> 停止进货","","停止进货","","","","","16","12","","","","","","","","","","","","","","","3","3","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 长裤 -> 正常补货","","正常补货","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 长袖","长袖","","3","2","","","","","","","","","","","","","","","","","","","","","","","","","8","4","","","","","","","","","",""
" -> 船厂店 -> 长袖 -> 停止进货","长袖","停止进货","3","2","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 船厂店 -> 长袖 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4","","","","","","","","","",""
" -> 船厂店 -> 中袖","中袖","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 中袖 -> 停止进货","中袖","停止进货","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 中袖 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 带帽","带帽","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 带帽 -> 停止进货","带帽","停止进货","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 9 -> 新款试货","9","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 9 -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
" -> 船厂店 -> 正常风衣（外套） -> 停止进货","正常风衣（外套）","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
" -> 船厂店 -> 正常风衣（外套） -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 条纹","条纹","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 船厂店 -> 条纹 -> 停止进货","条纹","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","",""
" -> 船厂店 -> 中袖短板T恤","中袖短板T恤","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 开衫","开衫","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 开衫 -> 清理","开衫","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 短袖","短袖","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 短袖 -> 停止进货","短袖","停止进货","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 短袖 -> 正常补货","","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 净色","净色","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 船厂店 -> 净色 -> 正常补货","净色","正常补货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店","","","8","8","","","8","18","","","16","32","","","1","2","","","","","6","6","5","11","","","","","4","5","","","","","","","","","1","4"
" -> 新港店 -> 正常夹克","正常夹克","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 正常夹克 -> 停止进货","正常夹克","停止进货","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 长裤","长裤","","","","","","7","17","","","","","","","","","","","","","","","4","11","","","","","","","","","","","","","","","",""
" -> 新港店 -> 长裤 -> 清理","长裤","清理","","","","","3","3","","","","","","","","","","","","","","","4","5","","","","","","","","","","","","","","","",""
" -> 新港店 -> 长裤 -> 停止进货","","停止进货","","","","","4","13","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","",""
" -> 新港店 -> 长裤 -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 长裤 -> 正常补货","","正常补货","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> [未知]","[未知]","","3","5","","","1","1","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","",""
" -> 新港店 -> [未知] -> 正常补货","[未知]","正常补货","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> [未知] -> 停止进货","","停止进货","2","3","","","1","1","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","",""
" -> 新港店 -> [未知] -> 新款试货","","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> [未知] -> 清理","","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 中袖短板T恤","中袖短板T恤","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 中袖短板T恤 -> 停止进货","中袖短板T恤","停止进货","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套衫短板卫衣","套衫短板卫衣","","","","","","","","","","13","32","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套衫短板卫衣 -> 停止进货","套衫短板卫衣","停止进货","","","","","","","","","11","27","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套衫短板卫衣 -> 清理","","清理","","","","","","","","","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 短袖短板T恤","短袖短板T恤","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 短袖短板T恤 -> 正常补货","短袖短板T恤","正常补货","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 短袖短板T恤 -> 停止进货","","停止进货","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 中袖","中袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 中袖 -> 新款试货","中袖","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 上下套装","上下套装","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 上下套装 -> 停止进货","上下套装","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 长袖","长袖","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","","","","","","","","","",""
" -> 新港店 -> 长袖 -> 清理","长袖","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","","","","","","","","","",""
" -> 新港店 -> 长袖 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","","",""
" -> 新港店 -> 套头","套头","","","","","","","","","","2","","","","","","","","","","2","4","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套头 -> 停止进货","套头","停止进货","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 套头 -> 清理","","清理","","","","","","","","","","","","","","","","","","","2","4","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 无领长袖","无领长袖","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 无领长袖 -> 停止进货","无领长袖","停止进货","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 9 -> 新款试货","9","新款试货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 9 -> 停止进货","","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 立领","立领","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 立领 -> 停止进货","立领","停止进货","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> 新港店 -> 正常风衣（外套）","正常风衣（外套）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4"
" -> 新港店 -> 正常风衣（外套） -> 清理","正常风衣（外套）","清理","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4"
